date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:16:28	927335/927335	---M--	200	added ('OK')	image/svg+xml	etag:%22e2667-596bbc4103300%22	https://koki.dexignzone.com/xhtml/icons/line-awesome/fonts/la-brands-400.svg	C:/Users/SV/Desktop/source/AdminLayout/koki.dexignzone.com/xhtml/icons/line-awesome/fonts/la-brands-400.svg	(from https://koki.dexignzone.com/xhtml/icons/line-awesome/css/line-awesome.min.css)
17:16:29	24288/24288	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225ee0-58ea9363ae580%22	https://koki.dexignzone.com/xhtml/icons/avasta/fonts/avasta.eot	C:/Users/SV/Desktop/source/AdminLayout/koki.dexignzone.com/xhtml/icons/avasta/fonts/avasta.eot	(from https://koki.dexignzone.com/xhtml/icons/avasta/css/style.css)
17:16:29	226128/226128	---M--	200	added ('OK')	application/x-font-ttf	etag:%2237350-596bbc4103300%22	https://koki.dexignzone.com/xhtml/icons/line-awesome/fonts/la-solid-900.ttf	C:/Users/SV/Desktop/source/AdminLayout/koki.dexignzone.com/xhtml/icons/line-awesome/fonts/la-solid-900.ttf	(from https://koki.dexignzone.com/xhtml/icons/line-awesome/css/line-awesome.min.css)
17:16:29	2753099/2753099	---M--	200	added ('OK')	image/svg+xml	etag:%222a024b-58dd9fd247d80%22	https://koki.dexignzone.com/xhtml/icons/material-design-iconic-font/fonts/materialdesignicons-webfont.svg?v=2.4.85	C:/Users/SV/Desktop/source/AdminLayout/koki.dexignzone.com/xhtml/icons/material-design-iconic-font/fonts/materialdesignicons-webfont683c.svg	(from https://koki.dexignzone.com/xhtml/icons/material-design-iconic-font/css/materialdesignicons.min.css)
17:16:29	11552/11552	---M--	200	added ('OK')	application/font-woff2	etag:%222d20-58ea9363ae580%22	https://koki.dexignzone.com/xhtml/icons/avasta/fonts/avasta.woff2	C:/Users/SV/Desktop/source/AdminLayout/koki.dexignzone.com/xhtml/icons/avasta/fonts/avasta.woff2	(from https://koki.dexignzone.com/xhtml/icons/avasta/css/style.css)
17:16:29	13884/13884	---M--	200	added ('OK')	application/font-woff	etag:%22363c-58ea9363ae580%22	https://koki.dexignzone.com/xhtml/icons/avasta/fonts/avasta.woff	C:/Users/SV/Desktop/source/AdminLayout/koki.dexignzone.com/xhtml/icons/avasta/fonts/avasta.woff	(from https://koki.dexignzone.com/xhtml/icons/avasta/css/style.css)
17:16:30	24128/24128	---M--	200	added ('OK')	application/x-font-ttf	etag:%225e40-58ea9363ae580%22	https://koki.dexignzone.com/xhtml/icons/avasta/fonts/avasta.ttf	C:/Users/SV/Desktop/source/AdminLayout/koki.dexignzone.com/xhtml/icons/avasta/fonts/avasta.ttf	(from https://koki.dexignzone.com/xhtml/icons/avasta/css/style.css)
17:16:30	38652/38652	---M--	200	added ('OK')	application/x-font-ttf	etag:%2296fc-5d50a2cf20100%22	https://koki.dexignzone.com/xhtml/icons/flaticon-1/font/flaticon-1.ttf?589c0d5c768dd82f8aa39169b37fe6a2	C:/Users/SV/Desktop/source/AdminLayout/koki.dexignzone.com/xhtml/icons/flaticon-1/font/flaticon-131b9.ttf	(from https://koki.dexignzone.com/xhtml/icons/flaticon-1/font/flaticon-1.css)
17:16:31	20372/20372	---M--	200	added ('OK')	application/font-woff	etag:%224f94-5d50a2cf20100%22	https://koki.dexignzone.com/xhtml/icons/flaticon-1/font/flaticon-1.woff?589c0d5c768dd82f8aa39169b37fe6a2	C:/Users/SV/Desktop/source/AdminLayout/koki.dexignzone.com/xhtml/icons/flaticon-1/font/flaticon-131b9.woff	(from https://koki.dexignzone.com/xhtml/icons/flaticon-1/font/flaticon-1.css)
17:16:31	140159/140159	---M--	200	added ('OK')	image/svg+xml	etag:%222237f-58ea9363ae580%22	https://koki.dexignzone.com/xhtml/icons/avasta/fonts/avasta.svg	C:/Users/SV/Desktop/source/AdminLayout/koki.dexignzone.com/xhtml/icons/avasta/fonts/avasta.svg	(from https://koki.dexignzone.com/xhtml/icons/avasta/css/style.css)
17:16:31	17256/17256	---M--	200	added ('OK')	application/font-woff2	etag:%224368-5d50a2cf20100%22	https://koki.dexignzone.com/xhtml/icons/flaticon-1/font/flaticon-1.woff2?589c0d5c768dd82f8aa39169b37fe6a2	C:/Users/SV/Desktop/source/AdminLayout/koki.dexignzone.com/xhtml/icons/flaticon-1/font/flaticon-131b9.woff2	(from https://koki.dexignzone.com/xhtml/icons/flaticon-1/font/flaticon-1.css)
17:16:31	38820/38820	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2297a4-5d50a2cf20100%22	https://koki.dexignzone.com/xhtml/icons/flaticon-1/font/flaticon-1.eot?589c0d5c768dd82f8aa39169b37fe6a2	C:/Users/SV/Desktop/source/AdminLayout/koki.dexignzone.com/xhtml/icons/flaticon-1/font/flaticon-131b9.eot	(from https://koki.dexignzone.com/xhtml/icons/flaticon-1/font/flaticon-1.css)
17:16:33	134332/134332	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220cbc-5af0439712680%22	https://koki.dexignzone.com/xhtml/icons/icomoon/fonts/icomoon.eot	C:/Users/SV/Desktop/source/AdminLayout/koki.dexignzone.com/xhtml/icons/icomoon/fonts/icomoon.eot	(from https://koki.dexignzone.com/xhtml/icons/icomoon/icomoon.css)
17:16:33	134168/134168	---M--	200	added ('OK')	application/x-font-ttf	etag:%2220c18-5af0440983480%22	https://koki.dexignzone.com/xhtml/icons/icomoon/fonts/icomoon.ttf	C:/Users/SV/Desktop/source/AdminLayout/koki.dexignzone.com/xhtml/icons/icomoon/fonts/icomoon.ttf	(from https://koki.dexignzone.com/xhtml/icons/icomoon/icomoon.css)
17:16:33	923151/923151	---M--	200	added ('OK')	image/svg+xml	etag:%22e160f-596bbc4103300%22	https://koki.dexignzone.com/xhtml/icons/line-awesome/fonts/la-solid-900.svg	C:/Users/SV/Desktop/source/AdminLayout/koki.dexignzone.com/xhtml/icons/line-awesome/fonts/la-solid-900.svg	(from https://koki.dexignzone.com/xhtml/icons/line-awesome/css/line-awesome.min.css)
17:16:33	321998/321998	---M--	200	added ('OK')	image/svg+xml	etag:%224e9ce-5d50a2cf20100%22	https://koki.dexignzone.com/xhtml/icons/flaticon-1/font/flaticon-1.svg?589c0d5c768dd82f8aa39169b37fe6a2	C:/Users/SV/Desktop/source/AdminLayout/koki.dexignzone.com/xhtml/icons/flaticon-1/font/flaticon-131b9.svg	(from https://koki.dexignzone.com/xhtml/icons/flaticon-1/font/flaticon-1.css)
17:16:34	134244/134244	---M--	200	added ('OK')	application/font-woff	etag:%2220c64-5af0443d02e00%22	https://koki.dexignzone.com/xhtml/icons/icomoon/fonts/icomoon.woff	C:/Users/SV/Desktop/source/AdminLayout/koki.dexignzone.com/xhtml/icons/icomoon/fonts/icomoon.woff	(from https://koki.dexignzone.com/xhtml/icons/icomoon/icomoon.css)
17:16:34	25/25	---M--	200	added ('OK')	text/plain	etag:%229a06ae643736c5f8898760f960ebef78%22	https://cdn.lineicons.com/robots.txt		(from https://cdn.lineicons.com/2.0/LineIcons.css)
17:16:34	4024/4024	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22fb8-582371fb01980%22	https://koki.dexignzone.com/xhtml/vendor/lightgallery/fonts/lg.eot?n1z373	C:/Users/SV/Desktop/source/AdminLayout/koki.dexignzone.com/xhtml/vendor/lightgallery/fonts/lgd641.eot	(from https://koki.dexignzone.com/xhtml/vendor/lightgallery/css/lightgallery.min.css)
17:16:35	4024/4024	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22fb8-582371fb01980%22	https://koki.dexignzone.com/xhtml/vendor/lightgallery/fonts/lg.eot?	C:/Users/SV/Desktop/source/AdminLayout/koki.dexignzone.com/xhtml/vendor/lightgallery/fonts/lgd41d.eot	(from https://koki.dexignzone.com/xhtml/vendor/lightgallery/css/lightgallery.min.css)
17:16:35	3956/3956	---M--	200	added ('OK')	application/font-woff	etag:%22f74-582371fb01980%22	https://koki.dexignzone.com/xhtml/vendor/lightgallery/fonts/lg.woff?n1z373	C:/Users/SV/Desktop/source/AdminLayout/koki.dexignzone.com/xhtml/vendor/lightgallery/fonts/lgd641.woff	(from https://koki.dexignzone.com/xhtml/vendor/lightgallery/css/lightgallery.min.css)
17:16:35	455395/455395	---M--	200	added ('OK')	image/svg+xml	etag:%226f2e3-5af044af73c00%22	https://koki.dexignzone.com/xhtml/icons/icomoon/fonts/icomoon.svg	C:/Users/SV/Desktop/source/AdminLayout/koki.dexignzone.com/xhtml/icons/icomoon/fonts/icomoon.svg	(from https://koki.dexignzone.com/xhtml/icons/icomoon/icomoon.css)
17:16:35	3880/3880	---M--	200	added ('OK')	application/x-font-ttf	etag:%22f28-582371fb01980%22	https://koki.dexignzone.com/xhtml/vendor/lightgallery/fonts/lg.ttf?n1z373	C:/Users/SV/Desktop/source/AdminLayout/koki.dexignzone.com/xhtml/vendor/lightgallery/fonts/lgd641.ttf	(from https://koki.dexignzone.com/xhtml/vendor/lightgallery/css/lightgallery.min.css)
17:16:35	8855/8855	---M--	200	added ('OK')	image/svg+xml	etag:%222297-582371fb01980%22	https://koki.dexignzone.com/xhtml/vendor/lightgallery/fonts/lg.svg?n1z373	C:/Users/SV/Desktop/source/AdminLayout/koki.dexignzone.com/xhtml/vendor/lightgallery/fonts/lgd641.svg	(from https://koki.dexignzone.com/xhtml/vendor/lightgallery/css/lightgallery.min.css)
17:16:36	5428/5428	---M--	200	added ('OK')	image/png	etag:%221534-582371fb01980%22	https://koki.dexignzone.com/xhtml/vendor/lightgallery/img/vimeo-play.png	C:/Users/SV/Desktop/source/AdminLayout/koki.dexignzone.com/xhtml/vendor/lightgallery/img/vimeo-play.png	(from https://koki.dexignzone.com/xhtml/vendor/lightgallery/css/lightgallery.min.css)
17:16:36	4526/4526	---M--	200	added ('OK')	image/png	etag:%2211ae-582371fb01980%22	https://koki.dexignzone.com/xhtml/vendor/lightgallery/img/video-play.png	C:/Users/SV/Desktop/source/AdminLayout/koki.dexignzone.com/xhtml/vendor/lightgallery/img/video-play.png	(from https://koki.dexignzone.com/xhtml/vendor/lightgallery/css/lightgallery.min.css)
17:16:36	5177/5177	---M--	200	added ('OK')	image/png	etag:%221439-582371fb01980%22	https://koki.dexignzone.com/xhtml/vendor/lightgallery/img/youtube-play.png	C:/Users/SV/Desktop/source/AdminLayout/koki.dexignzone.com/xhtml/vendor/lightgallery/img/youtube-play.png	(from https://koki.dexignzone.com/xhtml/vendor/lightgallery/css/lightgallery.min.css)
